date,open,high,low,close,adj close,volume
2019-07-05,160.399994,160.580002,157.679993,160.229996,159.784988,9913800
2019-07-08,157.830002,158.589996,156.000000,157.210007,156.773392,8244700
2019-07-09,155.509995,158.440002,155.000000,157.309998,156.873108,8571500
2019-07-10,159.059998,162.369995,158.500000,160.059998,159.615463,11301900
2019-07-11,163.000000,167.919998,161.500000,166.279999,165.818192,17064000
2019-07-12,167.399994,170.470001,167.399994,167.610001,167.144501,12659800
2019-07-15,168.460007,169.110001,166.130005,167.270004,166.805435,7246000
2019-07-16,166.669998,168.169998,164.839996,167.080002,166.615967,8536100
2019-07-17,167.149994,169.990005,165.970001,169.710007,169.238663,8705100
2019-07-18,170.130005,172.710007,167.850006,170.179993,169.707352,11079500
2019-07-19,171.720001,171.979996,168.199997,168.440002,167.972183,8622400
2019-07-22,169.300003,171.839996,169.000000,171.320007,170.844193,7898500
2019-07-23,172.899994,175.740005,172.270004,175.660004,175.172134,10704400
2019-07-24,177.399994,178.889999,174.339996,178.660004,178.163803,9155900
2019-07-25,176.990005,177.500000,172.440002,173.380005,172.898468,9817500
2019-07-26,174.470001,176.949997,174.470001,175.070007,174.583801,6854000
2019-07-29,174.779999,175.470001,171.270004,174.820007,174.334473,6204000
2019-07-30,172.949997,175.940002,172.369995,175.449997,174.962723,4944300
2019-07-31,174.179993,174.220001,167.020004,168.720001,168.251404,8985400
2019-08-01,169.139999,172.779999,162.820007,164.919998,164.461960,10530300
2019-08-02,161.190002,163.979996,159.279999,161.190002,160.742310,10708700
2019-08-05,153.800003,153.850006,148.899994,150.789993,150.371216,14728900
2019-08-06,153.800003,155.630005,150.429993,152.350006,151.926880,9031800
2019-08-07,149.899994,154.369995,149.199997,153.889999,153.462601,9314000
2019-08-08,156.210007,158.309998,153.899994,158.259995,157.820465,7732500
2019-08-09,156.610001,156.750000,152.149994,154.179993,153.751785,8545400
2019-08-12,152.080002,154.179993,150.570007,151.449997,151.029373,6980000
2019-08-13,151.389999,157.899994,149.820007,156.050003,155.616608,8798900
2019-08-14,152.500000,152.949997,148.309998,150.070007,149.653214,10497000
2019-08-15,150.830002,151.630005,147.389999,148.770004,148.356812,11930000
2019-08-16,159.350006,161.539993,156.880005,159.559998,159.116852,25199000
2019-08-19,164.119995,171.419998,163.470001,170.779999,170.305679,20377800
2019-08-20,170.559998,170.580002,167.020004,167.869995,167.403748,11579700
2019-08-21,170.529999,173.449997,169.660004,171.229996,170.754440,10681100
2019-08-22,171.619995,173.330002,169.899994,171.479996,171.003738,7587200
2019-08-23,168.399994,170.589996,161.639999,162.440002,161.988861,14201400
2019-08-26,165.610001,166.580002,163.910004,165.449997,164.990479,7955200
2019-08-27,166.990005,167.100006,160.619995,161.800003,161.350632,7274200
2019-08-28,160.580002,163.339996,159.000000,161.220001,160.931396,6390300
2019-08-29,164.899994,168.300003,164.759995,167.000000,166.701035,8949400
2019-08-30,168.860001,170.860001,166.779999,167.509995,167.210129,7265400
2019-09-03,164.580002,165.910004,163.250000,164.169998,163.876099,7403500
2019-09-04,166.610001,169.059998,166.610001,168.759995,168.457886,5693200
2019-09-05,172.869995,179.990005,172.800003,179.740005,179.418243,17391900
2019-09-06,178.800003,181.089996,177.119995,178.649994,178.330170,9424400
2019-09-09,179.899994,183.979996,179.839996,180.500000,180.176865,10438100
2019-09-10,179.179993,184.250000,178.789993,183.179993,182.852066,8820300
2019-09-11,183.770004,186.270004,182.600006,184.330002,184.000015,9037800
2019-09-12,186.199997,188.399994,183.949997,184.270004,183.940125,8196000
2019-09-13,181.589996,183.080002,180.179993,181.940002,181.614304,8114800
2019-09-16,178.919998,181.600006,178.500000,180.210007,179.887390,5795800
2019-09-17,180.479996,181.240005,178.610001,181.070007,180.745865,5576200
2019-09-18,180.789993,181.419998,176.500000,179.979996,179.657791,6453800
2019-09-19,180.220001,180.960007,176.509995,176.940002,176.623245,6136900
2019-09-20,176.899994,177.850006,172.279999,172.690002,172.380859,8756100
2019-09-23,172.699997,176.669998,172.550003,174.839996,174.527008,6242800
2019-09-24,176.100006,177.289993,171.100006,172.529999,172.221130,7931700
2019-09-25,172.509995,179.020004,170.710007,178.229996,177.910934,7710800
2019-09-26,177.839996,178.190002,175.289993,177.339996,177.022537,5864100
2019-09-27,175.660004,177.699997,169.320007,171.759995,171.452515,9051400
2019-09-30,172.800003,174.479996,171.539993,174.070007,173.758392,4654600
2019-10-01,175.000000,181.000000,173.809998,174.000000,173.688492,9150200
2019-10-02,173.119995,173.600006,170.130005,173.039993,172.730225,7334300
2019-10-03,173.220001,181.559998,172.000000,181.309998,180.985413,11264700
2019-10-04,181.399994,183.149994,178.779999,181.970001,181.644226,6638100
2019-10-07,184.580002,188.339996,184.229996,184.330002,184.000015,12024600
2019-10-08,180.639999,180.639999,176.500000,177.229996,176.912720,11110900
2019-10-09,180.320007,182.699997,179.160004,180.710007,180.386505,7310300
2019-10-10,180.619995,185.080002,180.410004,183.029999,182.702347,7728100
2019-10-11,186.410004,189.339996,185.649994,185.990005,185.657043,11160100
2019-10-14,185.639999,187.369995,184.389999,186.529999,186.196075,5001000
2019-10-15,190.160004,199.289993,189.600006,196.369995,196.018448,16603100
2019-10-16,195.000000,199.220001,193.750000,194.210007,193.862335,10723600
2019-10-17,196.000000,197.809998,192.100006,194.289993,193.942184,6585900
2019-10-18,194.309998,195.619995,187.500000,190.490005,190.148987,7686000
2019-10-21,192.960007,196.550003,192.199997,196.009995,195.659103,6546700
2019-10-22,198.300003,202.529999,195.300003,195.610001,195.259811,8218000
2019-10-23,192.309998,195.660004,191.029999,195.089996,194.740753,6997900
2019-10-24,196.750000,198.210007,195.380005,196.860001,196.507599,5800500
2019-10-25,200.100006,205.380005,199.789993,204.539993,204.173843,10577300
2019-10-28,206.300003,208.899994,205.119995,206.789993,206.419800,8269800
2019-10-29,206.229996,206.490005,202.139999,202.919998,202.556732,5280900
2019-10-30,204.000000,204.229996,200.259995,203.000000,202.636597,5149000
2019-10-31,202.160004,203.000000,197.809998,201.020004,200.660156,5243300
2019-11-01,199.600006,203.889999,198.589996,202.589996,202.227325,7091000
2019-11-04,205.850006,211.000000,204.919998,210.500000,210.123184,9417900
2019-11-05,210.490005,211.539993,207.679993,209.610001,209.234756,7521700
2019-11-06,208.639999,209.669998,204.110001,207.630005,207.258301,6725300
2019-11-07,211.110001,211.699997,206.539993,208.339996,207.967026,7008500
2019-11-08,207.660004,209.050003,206.149994,207.779999,207.408035,4727500
2019-11-11,207.750000,209.110001,204.279999,208.179993,207.807312,6085900
2019-11-12,209.720001,211.860001,208.309998,209.610001,209.234756,7087600
2019-11-13,208.350006,209.460007,205.899994,208.570007,208.196625,7504700
2019-11-14,208.929993,209.880005,206.520004,209.789993,209.414429,12952000
2019-11-15,209.699997,211.779999,200.639999,204.190002,203.824463,26340700
2019-11-18,203.889999,213.350006,203.770004,212.279999,211.899979,14364700
2019-11-19,211.029999,211.979996,205.649994,207.990005,207.617676,10364100
2019-11-20,207.070007,214.550003,206.559998,211.179993,210.801941,11814700
2019-11-21,211.000000,213.240005,209.309998,210.179993,209.803726,7209700
2019-11-22,211.089996,212.960007,209.940002,210.889999,210.512466,5602500
2019-11-25,216.039993,221.410004,215.520004,221.210007,220.813995,12661900
2019-11-26,220.500000,220.690002,216.740005,217.000000,216.611526,9631100
2019-11-27,218.669998,220.050003,217.179993,218.240005,218.010056,5394600
2019-11-29,217.000000,218.139999,215.779999,216.740005,216.511642,3538900
2019-12-02,216.460007,217.000000,208.639999,209.250000,209.029510,9300900
2019-12-03,201.869995,207.820007,200.369995,207.660004,207.441208,11630800
2019-12-04,211.020004,211.919998,208.270004,209.419998,209.199341,6835600
2019-12-05,210.300003,210.929993,207.509995,208.740005,208.520065,4622100
2019-12-06,211.520004,213.490005,211.119995,212.169998,211.946442,5805900
2019-12-09,211.250000,214.369995,210.899994,212.169998,211.946442,5297000
2019-12-10,213.380005,216.059998,211.259995,213.979996,213.754532,6409700
2019-12-11,214.399994,217.559998,214.300003,217.339996,217.111008,5844900
2019-12-12,216.179993,224.800003,215.820007,224.070007,223.833923,10108700
2019-12-13,224.190002,228.979996,221.820007,223.990005,223.753998,11367600
2019-12-16,225.899994,228.059998,224.770004,225.149994,224.912766,8024400
2019-12-17,225.899994,229.199997,225.520004,228.289993,228.049454,8029900
2019-12-18,229.690002,231.940002,229.350006,229.509995,229.268173,8588700
2019-12-19,230.899994,236.000000,230.699997,235.460007,235.211914,11134000
2019-12-20,238.130005,240.389999,237.360001,239.369995,239.117767,15076100
2019-12-23,240.520004,241.809998,238.389999,238.820007,238.568375,8876500
2019-12-24,238.199997,239.309998,236.820007,238.619995,238.368576,3471600
2019-12-26,238.759995,240.320007,238.000000,239.190002,238.937988,4571300
2019-12-27,239.800003,240.339996,235.809998,236.869995,236.620407,6366100
2019-12-30,235.990005,236.199997,231.059998,232.320007,232.075226,6451400
2019-12-31,230.899994,235.679993,230.130005,235.300003,235.052078,5775100
2020-01-02,238.750000,239.910004,236.720001,239.910004,239.657211,5938400
2020-01-03,235.100006,237.830002,234.100006,236.070007,235.821274,5134600
2020-01-06,232.320007,237.270004,231.270004,237.059998,236.810211,6565900
2020-01-07,238.199997,241.770004,236.389999,239.929993,239.677200,7871400
2020-01-08,239.759995,242.039993,238.149994,240.380005,240.126724,6927700
2020-01-09,243.850006,245.929993,240.860001,243.020004,242.763947,6377800
2020-01-10,247.330002,248.550003,243.750000,244.320007,244.062592,7907400
2020-01-13,247.660004,252.990005,246.750000,251.979996,251.714493,7996000
2020-01-14,250.259995,251.279999,246.750000,247.279999,247.019455,8977200
2020-01-15,247.789993,248.690002,244.529999,245.570007,245.311264,6577600
2020-01-16,247.720001,249.169998,246.779999,248.929993,248.667709,7104800
2020-01-17,249.699997,250.000000,247.369995,249.279999,249.017334,6344800
2020-01-21,247.809998,249.289993,246.570007,247.940002,247.678757,5447900
2020-01-22,249.759995,253.589996,249.000000,250.110001,249.846481,5981000
2020-01-23,251.720001,253.199997,248.149994,252.860001,252.593567,6112900
2020-01-24,257.500000,259.500000,248.300003,250.479996,250.216064,9337800
2020-01-27,238.240005,242.250000,232.229996,240.199997,239.946915,11763400
2020-01-28,242.850006,249.270004,240.710007,247.970001,247.708725,7774400
2020-01-29,247.389999,248.839996,243.940002,245.539993,245.281281,6471200
2020-01-30,241.610001,246.350006,239.399994,245.809998,245.550995,7262600
2020-01-31,243.970001,244.449997,234.750000,236.429993,236.180878,9260500
2020-02-03,235.699997,241.110001,235.449997,240.330002,240.076782,6398200
2020-02-04,246.029999,247.899994,244.020004,247.130005,246.869614,6788600
2020-02-05,251.990005,252.399994,247.410004,250.759995,250.495773,5205500
2020-02-06,252.139999,254.250000,248.880005,254.250000,253.982117,5457100
2020-02-07,252.639999,253.529999,250.570007,251.589996,251.324905,4743800
2020-02-10,252.500000,263.000000,252.300003,262.970001,262.692932,13240200
2020-02-11,267.320007,272.500000,264.829987,267.890015,267.607758,15963900
2020-02-12,270.010010,272.799988,268.450012,272.540009,272.252869,9366100
2020-02-13,270.209991,273.480011,269.109985,270.779999,270.494690,13200400
2020-02-14,287.260010,294.970001,286.000000,289.790009,289.484680,26048100
2020-02-18,285.640015,297.309998,284.859985,296.570007,296.257538,15504100
2020-02-19,301.489990,315.410004,301.489990,314.700012,314.368439,17358300
2020-02-20,312.769989,316.320007,296.350006,308.700012,308.374756,20251300
2020-02-21,304.190002,305.200012,290.660004,294.070007,293.760162,19204500
2020-02-24,270.190002,281.869995,268.000000,273.279999,272.992065,21422900
2020-02-25,276.299988,278.790009,257.959991,262.049988,261.773865,26387400
2020-02-26,262.059998,275.450012,262.000000,267.649994,267.367981,18693300
2020-02-27,254.899994,267.000000,248.889999,252.600006,252.484787,22589300
2020-02-28,242.460007,272.459991,241.789993,270.070007,269.946808,28366900
2020-03-02,276.899994,277.589996,261.000000,276.429993,276.303894,22268600
2020-03-03,278.670013,281.070007,262.459991,265.890015,265.768738,16319800
2020-03-04,270.200012,284.890015,267.200012,284.510010,284.380219,14935200
2020-03-05,276.500000,283.200012,271.500000,273.290009,273.165344,13508200
2020-03-06,266.079987,268.390015,258.000000,266.040009,265.918640,12885300
2020-03-09,239.899994,259.399994,238.179993,245.440002,245.328049,15354000
2020-03-10,256.540009,261.079987,245.990005,261.079987,260.960907,14516200
2020-03-11,255.460007,256.600006,242.570007,246.470001,246.357574,12499100
2020-03-12,225.460007,236.119995,215.800003,216.309998,216.211334,20413500
2020-03-13,230.500000,241.020004,219.610001,240.839996,240.730133,15870900
2020-03-16,212.410004,226.100006,194.000000,196.399994,196.310410,18174300
2020-03-17,200.910004,220.860001,191.000000,217.270004,217.170898,20840800
2020-03-18,200.100006,209.940002,180.679993,202.820007,202.727493,21856700
2020-03-19,201.960007,216.729996,193.389999,212.970001,212.872849,19137800
2020-03-20,219.000000,230.320007,205.130005,205.750000,205.656143,20115900
2020-03-23,205.710007,216.479996,198.520004,212.690002,212.592987,16096900
2020-03-24,229.000000,252.660004,228.050003,249.179993,249.066330,27541100
2020-03-25,253.800003,261.820007,243.660004,245.619995,245.507950,19835800
2020-03-26,253.940002,262.220001,250.000000,257.239990,257.122650,17402700
2020-03-27,250.000000,263.119995,248.679993,252.729996,252.614716,15970700
2020-03-30,255.360001,265.959991,253.589996,265.589996,265.468842,15056300
2020-03-31,267.200012,275.399994,257.750000,263.600006,263.479767,23749000
2020-04-01,255.649994,261.529999,241.279999,243.070007,242.959137,16422800
2020-04-02,244.240005,256.000000,242.309998,255.470001,255.353470,16894100
2020-04-03,253.960007,255.630005,238.389999,243.910004,243.798737,16580300
2020-04-06,255.240005,269.880005,252.929993,268.399994,268.277557,18197100
2020-04-07,277.299988,278.250000,257.299988,259.029999,258.911835,19613000
2020-04-08,263.410004,267.950012,260.600006,266.950012,266.828247,13561100
2020-04-09,272.000000,272.920013,260.420013,262.950012,262.830078,13156200
2020-04-13,260.549988,270.200012,257.000000,269.850006,269.726898,9960200
2020-04-14,275.000000,285.320007,273.890015,283.950012,283.820496,13273700
2020-04-15,277.200012,284.170013,275.380005,280.839996,280.711884,9153700
2020-04-16,287.079987,299.000000,286.549988,294.700012,294.565582,18640500
2020-04-17,298.000000,298.859985,286.940002,292.320007,292.186676,13478000
2020-04-20,287.239990,293.500000,285.269989,287.049988,286.919037,11234700
2020-04-21,282.309998,284.769989,267.109985,269.510010,269.387085,18379000
2020-04-22,277.230011,287.869995,275.399994,286.149994,286.019470,12118200
2020-04-23,287.839996,293.140015,283.000000,284.010010,283.880463,10604000
2020-04-24,283.600006,289.670013,280.600006,289.589996,289.457886,8816100
2020-04-27,294.989990,303.500000,294.000000,297.079987,296.944458,11984700
2020-04-28,303.000000,304.200012,291.140015,291.359985,291.227081,11072600
2020-04-29,296.769989,300.579987,293.750000,298.459991,298.323853,9479000
2020-04-30,296.290009,298.459991,291.720001,292.279999,292.146667,9372900
2020-05-01,284.350006,288.899994,280.839996,282.779999,282.651001,8552400
2020-05-04,280.880005,291.839996,280.880005,291.290009,291.157135,7938900
2020-05-05,295.470001,300.269989,291.290009,293.739990,293.605988,9222400
2020-05-06,296.929993,302.000000,295.410004,297.790009,297.654175,8086600
2020-05-07,303.380005,307.410004,301.320007,304.869995,304.730927,9343300
2020-05-08,307.750000,312.750000,306.390015,312.500000,312.357452,8497700
2020-05-11,312.299988,324.500000,311.149994,322.619995,322.472839,11705900
2020-05-12,324.940002,326.899994,311.709991,312.100006,311.957642,12326500
2020-05-13,316.700012,323.140015,303.790009,311.200012,311.058044,15646300
2020-05-14,313.670013,321.440002,307.500000,321.220001,321.073486,15057800
2020-05-15,315.589996,340.019989,314.959991,339.630005,339.475067,24691500
2020-05-18,350.420013,356.660004,347.220001,350.010010,349.850342,19410100
2020-05-19,351.609985,363.500000,350.510010,352.220001,352.059326,17933000
2020-05-20,359.640015,361.720001,355.549988,358.799988,358.636322,14688400
2020-05-21,362.059998,362.100006,349.500000,351.010010,350.849884,19026700
2020-05-22,353.010010,363.720001,348.529999,361.049988,360.885284,25969100
2020-05-26,366.269989,367.269989,346.880005,348.709991,348.550934,19269500
2020-05-27,345.000000,345.309998,319.869995,341.010010,340.854462,29397300
2020-05-28,336.489990,350.420013,335.170013,339.480011,339.325165,18372400
2020-05-29,342.179993,355.019989,339.399994,355.019989,354.858032,18648000
2020-06-01,353.329987,353.630005,347.579987,352.250000,352.089325,9746900
2020-06-02,351.850006,353.489990,346.320007,353.010010,352.848969,9783000
2020-06-03,352.890015,354.649994,348.000000,350.779999,350.619995,9136000
2020-06-04,349.119995,357.730011,347.100006,350.660004,350.660004,10607000
2020-06-05,351.779999,359.880005,348.320007,356.799988,356.799988,12043700
2020-06-08,355.089996,355.589996,347.429993,352.200012,352.200012,9693400
2020-06-09,352.000000,364.390015,350.049988,361.839996,361.839996,11712200
2020-06-10,366.709991,380.000000,366.140015,374.670013,374.670013,15804500
2020-06-11,366.000000,370.450012,351.440002,351.850006,351.850006,14591300
2020-06-12,366.500000,367.489990,348.130005,357.299988,357.299988,14252900
2020-06-15,352.609985,367.290009,349.750000,366.950012,366.950012,10000100
2020-06-16,369.000000,370.670013,353.549988,362.739990,362.739990,13392900
2020-06-17,364.549988,371.959991,362.809998,369.440002,369.440002,10188300
2020-06-18,369.079987,371.299988,364.579987,368.720001,368.720001,6360200
2020-06-19,369.700012,377.799988,369.089996,370.450012,370.450012,13104000
2020-06-22,372.000000,381.250000,370.929993,381.070007,381.070007,9961700
2020-06-23,382.040009,385.700012,376.299988,378.000000,378.000000,9377700
