time,open,high,low,close,Conversion Line,Base Line,Lagging Span,Lead 1,Lead 2,RSI,ATR
1597176900,377.54,377.97,374.43,375.37,379.52,381.78,374.36,387.265,390.405,32.76182014461881,2.8707137228683406
1597177800,375.34,375.5,367,374.28,375.245,377.195,373.75,387.055,390.405,31.16108284956057,3.272805599806316
1597178700,374.28,375.34,372.78,373.3,375.005,377.195,375.08,386.8775,390.405,29.753498772105146,3.2218909141058654
1597179600,373.29,373.32,368.5,372.57,374.53499999999997,377.175,375.01,386.77750000000003,390.405,28.71304561317028,3.336041563098303
1597180500,372.58,374.72,371.05,373.69,374.525,376.78,376.1,384.1775,387.80499999999995,32.60690053823765,3.3598957371627107
1597181400,373.67,376.75,373.12,375.93,374.11,376.78,377.38,384.1775,387.615,39.700959397714655,3.379188898793945
1597182300,375.91,376,373.5,373.96,374.065,376.78,376.23,384.1775,387.2,36.10172446253326,3.3163896917372346
1597183200,373.96,374.83,372.55,374.16,373.78,376.78,375.22,384.1775,387.2,36.728862709199106,3.2423618566131442
1597184100,374.18,374.27,372.28,374.22,372.485,376.78,374.9,383.48,386.55,36.92885387446846,3.1529074382836346
1597185000,374.22,375.83,372.53,375.36,371.875,376.78,373.81,383.04499999999996,386.295,40.76024681492015,3.1634140498348047
1597185900,375.35,376.46,375.06,375.52,372.625,376.78,374.79,383.04499999999996,386.295,41.29922307392949,3.0374559034180315
1597186800,375.52,377.44,375.22,376.67,372.97,376.78,371.63,383.03499999999997,386.295,45.16117677629915,2.9790661960310274
1597187700,376.71,380.96,376.02,380.94,376.005,376.78,371.25,382.735,386.295,56.583048079817026,3.1191328963145253
1597188600,380.94,381.9,379.31,380.11,377.09,376.78,369.79,382.735,386.295,54.219108309108904,3.0813376894349145
1597189500,380.07,380.5,378.59,379,377.09,376.78,371.14,382.8375,386.295,51.141902670365965,2.9976707116181367
1597190400,378.99,380.41,377.41,379.6,377.09,376.78,371.99,382.8375,385.895,52.70446463808168,2.9978370893596984
1597191300,379.61,379.73,377.6,378.3,377.09,376.375,373.22,382.6325,385.895,49.044571312253815,2.9358487258340054
1597192200,378.31,378.77,376.98,377.57,377.215,375.805,374.39,382.73,385.895,47.06800668590842,2.8540023882744308
1597193100,377.55,378.14,375.8,376.67,378.48,375.245,374.31,383.52250000000004,385.84000000000003,44.677378210352614,2.8172879319691124
1597194000,376.67,378.17,376.58,378.13,378.56,375.005,376.39,383.37750000000005,385.67,49.18619919067267,2.7296245082570354
1597194900,378.13,380,378.13,379.88,378.85,374.53499999999997,377.24,383.1725,385.3,54.02312639421477,2.6682227576672477
1597195800,379.89,380.53,379.03,379.9,378.85,374.525,379.09,382.8225,384.96000000000004,54.076928024134745,2.5847782749767303
1597196700,379.91,379.98,377.59,378.11,378.16499999999996,374.45,379.21,382.78999999999996,384.53999999999996,48.59588500234934,2.570865541049824
1597197600,378.12,378.78,375,375.02,377.765,374.45,380.47,382.77250000000004,384.53999999999996,40.89095669804269,2.6572322881176915
1597198500,375.02,375.83,372.38,374.37,376.455,374.45,378.84,382.26,384.32,39.473170710955394,2.713858553252141
1597199400,374.36,375.54,373.58,374.36,376.455,374.45,378.38,380.65,383.41499999999996,39.45050823599146,2.6600115137341334
