time,open,high,low,close
1596216300,11295.08,11317.74,11295.08,11312.72
1596216600,11312.73,11325.54,11297.84,11302
1596216900,11301.9,11310.08,11277.79,11303.98
1596217200,11303.97,11305.47,11280.99,11305.46
1596217500,11305.46,11315,11296.67,11297.7
1596217800,11297.7,11298.45,11272.54,11272.79
1596218100,11272.61,11296.95,11272.54,11279.98
1596218400,11279.98,11286.04,11250,11254.92
1596218700,11254.62,11274.68,11250,11268.94
1596219000,11268.94,11279.66,11255.34,11278.96
1596219300,11278.96,11296.34,11278.44,11283.63
1596219600,11283.61,11297,11277.5,11290.42
1596219900,11290.42,11299.93,11287.67,11294.93
1596220200,11294.92,11301.78,11283.93,11301.78
1596220500,11301.78,11301.78,11287.56,11290.95
1596220800,11290.95,11293.23,11250,11261.35
1596221100,11261.35,11268.74,11258.1,11263.99
1596221400,11263.99,11273.67,11223,11235.86
1596221700,11235.86,11246.67,11235,11239.78
1596222000,11239.79,11256.24,11232,11250.6
1596222300,11250.58,11264.39,11250.58,11258.63
1596222600,11258.63,11274.37,11253,11269.91
1596222900,11269.91,11272,11255.5,11257.53
1596223200,11256.76,11272,11256.76,11271.51
1596223500,11271.71,11279.67,11267.99,11271.69
1596223800,11271.69,11310.78,11270,11301.24
1596224100,11301.25,11303.02,11292.01,11297.01
1596224400,11297.01,11301.51,11284.2,11295.88
1596224700,11295.8,11305,11293.89,11304.37
1596225000,11304.36,11318.98,11300.23,11311.58
1596225300,11311.33,11318.83,11303,11317.26
1596225600,11316.77,11343.27,11311.51,11343.26
1596225900,11343.27,11350,11331.48,11336.04
1596226200,11336.04,11350,11329.92,11341.58
1596226500,11341.58,11349.9,11329.03,11335
1596226800,11334.55,11377.46,11330.48,11369
1596227100,11368.99,11400,11360.34,11397.28
1596227400,11397.47,11413.61,11376.16,11377.4
1596227700,11377.51,11383.02,11355.91,11364.05
1596228000,11364.04,11381.68,11358.65,11370.01
1596228300,11370.01,11377.24,11302.06,11320.42
1596228600,11320.42,11342,11319.82,11334.25
1596228900,11334.25,11340.74,11324.85,11325.35
1596229200,11326.62,11365.28,11294,11363.27
1596229500,11363.46,11382.43,11356.76,11373.88
1596229800,11373.88,11404,11369.88,11382.71
1596230100,11382.69,11383.35,11360,11368.59
1596230400,11368.41,11389.4,11367.37,11371.17
1596230700,11371.05,11394.27,11369.55,11378.57
1596231000,11378.57,11388.85,11375.14,11387.2
1596231300,11387.32,11400,11375.03,11400
1596231600,11400,11425,11397.69,11407.81
1596231900,11407.81,11408,11330.29,11367.06
1596232200,11367.05,11400.39,11365.99,11385.83
1596232500,11386.03,11393.44,11368.9,11377.75
1596232800,11377.74,11406.83,11368.63,11368.85
1596233100,11368.89,11384.55,11351,11352.11
1596233400,11352.11,11387.8,11342.36,11376.74
1596233700,11376.74,11376.97,11350.71,11362.78
1596234000,11362.78,11363.55,11340,11340.95
1596234300,11340.95,11358.72,11340.94,11348.68
1596234600,11348.93,11358.25,11340.95,11349.16
1596234900,11349.16,11363.89,11347.18,11358.36
1596235200,11358.7,11362.89,11344.04,11351.03
1596235500,11351.72,11352.6,11295,11310.93
1596235800,11310.93,11313.52,11295.45,11312.9
1596236100,11312.9,11326.12,11295,11302.56
1596236400,11302.56,11317.52,11279.44,11307.36
1596236700,11307.56,11316.43,11300,11309.41
1596237000,11309.4,11309.61,11286.17,11293.85
1596237300,11293.86,11298.18,11285,11295.62
1596237600,11295.62,11319.27,11287.45,11314.89
1596237900,11315.07,11317.79,11300.13,11308.68
1596238200,11308.68,11316.44,11307.08,11316.31
1596238500,11316.31,11339.99,11313.19,11337.16
1596238800,11337.38,11338.92,11327.39,11330.37
1596239100,11330.37,11340,11329.23,11334.63
1596239400,11334.63,11337.89,11321.33,11322.52
1596239700,11322.33,11340,11319.92,11335.46
1596240000,11335.46,11389,11331.31,11376.83
1596240300,11376.83,11378.23,11360,11363.76
1596240600,11363.56,11363.56,11291.2,11316.99
1596240900,11317.01,11335.43,11312.65,11320
1596241200,11320.23,11320.29,11282.42,11282.87
1596241500,11282.88,11290.75,11220,11268
1596241800,11268,11269.01,11232.14,11249.99
1596242100,11250,11252.56,11220,11250.06
1596242400,11250.14,11268.28,11250,11268.28
1596242700,11268.27,11279.64,11251.51,11278.03
1596243000,11278.33,11279.51,11263.73,11263.8
1596243300,11263.81,11264.68,11235.24,11248.35
1596243600,11247.86,11248.56,11226.23,11238.94
1596243900,11238.77,11294,11238.75,11279.69
1596244200,11279.68,11281.17,11258.99,11268.78
1596244500,11268.79,11290.09,11268.01,11289.79
1596244800,11289.79,11289.85,11280,11289.36
1596245100,11289.36,11291.83,11284.44,11284.84
1596245400,11284.84,11290,11274.18,11281.69
1596245700,11282.2,11303.03,11280.16,11297.55
1596246000,11297.32,11297.55,11275.01,11277.14
1596246300,11277.14,11277.15,11265.66,11267.1
1596246600,11267.09,11272.35,11261.25,11263.55
1596246900,11263.46,11272.96,11262.75,11266.97
1596247200,11266.97,11281.2,11258.71,11280.54
1596247500,11280.54,11297.04,11274.51,11295
1596247800,11295.01,11300.85,11290,11299.99
1596248100,11300,11302.53,11292.16,11293
1596248400,11293,11320.24,11283.59,11315
1596248700,11315,11318.59,11306.27,11311.69
1596249000,11311.69,11316.54,11308.69,11309.84
1596249300,11309.84,11323,11303.88,11322.36
1596249600,11322.37,11340,11320.01,11338.42
1596249900,11338.42,11344.22,11322.62,11327.14
1596250200,11327.14,11342.37,11320.63,11338.98
1596250500,11338.98,11345.32,11331.5,11334.81
1596250800,11334.91,11334.91,11321.82,11330.77
1596251100,11330.92,11335.05,11318.59,11333.32
1596251400,11333.31,11359.19,11332.78,11353.4
1596251700,11353.11,11363.06,11338.07,11358.5
1596252000,11358.5,11374.9,11357.56,11359.26
1596252300,11359.26,11378.76,11358.64,11377.01
1596252600,11377.01,11380,11356.84,11360.96
1596252900,11360.96,11377.02,11354.92,11377.01
1596253200,11377.02,11405.93,11376.16,11394.15
1596253500,11394.16,11394.18,11372.62,11383.68
1596253800,11383.72,11399.64,11383.72,11394.44
1596254100,11394.44,11394.45,11351.95,11366.16
1596254400,11366.16,11366.16,11335,11336.46
1596254700,11336.46,11355.29,11335.5,11352.19
1596255000,11352.2,11389.39,11352.19,11384.88
1596255300,11384.88,11393.61,11373.41,11392.13
1596255600,11392.13,11409.43,11375.11,11376.7
1596255900,11376.7,11394.89,11372,11380.83
1596256200,11380.83,11418.83,11373.26,11406.62
1596256500,11406.64,11425,11406.61,11410.26
1596256800,11410.01,11428.05,11394.36,11417.91
1596257100,11417.91,11417.98,11385.88,11390.02
1596257400,11389.42,11403.66,11386.28,11395.35
1596257700,11395.34,11410,11387.41,11388.21
1596258000,11388.21,11404,11373.97,11402.66
1596258300,11402.67,11455.17,11393.13,11438.07
1596258600,11438.08,11446.43,11393.88,11434.96
1596258900,11434.96,11443.52,11416.88,11419
1596259200,11419,11471.76,11416.16,11466.4
1596259500,11466.4,11495,11455.27,11495
1596259800,11493.69,11500,11443.03,11466.96
1596260100,11467.29,11501.99,11467.14,11493.65
1596260400,11494,11548.11,11480.18,11539.01
1596260700,11539,11566,11501,11522.3
1596261000,11521.24,11647.96,11515.08,11630.6
1596261300,11631.65,11647.52,11579.46,11603.21
1596261600,11603.21,11620,11553.76,11571.13
1596261900,11571.79,11620,11567.46,11609.63
1596262200,11609.69,11647.66,11609,11647.66
1596262500,11647.53,11702,11646.13,11690.74
1596262800,11690.74,11745,11679.36,11685
1596263100,11686.96,11707.78,11670.27,11706.99
1596263400,11707.18,11708.73,11632.91,11645.82
1596263700,11645.83,11669.56,11589.43,11594.76
1596264000,11594.75,11652.29,11594.75,11633.49
1596264300,11633.07,11665.98,11624.51,11660.43
1596264600,11660.74,11674.33,11650.31,11655
1596264900,11655,11659.8,11633.05,11646.07
1596265200,11646.29,11674.15,11645.75,11663.28
1596265500,11663.29,11664.52,11612,11612
1596265800,11612,11622.64,11593.97,11616.2
1596266100,11616.4,11631.26,11605.43,11609.24
1596266400,11609.24,11611.37,11585,11604.01
1596266700,11604.01,11604.78,11580,11602
1596267000,11601.99,11619.19,11599.78,11615.58
1596267300,11615.57,11624.04,11611,11616.84
1596267600,11616.84,11629,11614.66,11628.87
1596267900,11628.88,11667.01,11628.68,11664.4
1596268200,11664.4,11664.4,11650.16,11653.38
1596268500,11653.39,11674.56,11646.63,11657.35
1596268800,11657.34,11698,11654.05,11691.18
1596269100,11691.18,11692.18,11671.61,11678.78
1596269400,11678.79,11718,11678.78,11700.35
1596269700,11700.36,11702.07,11675.91,11685.31
1596270000,11684.3,11685.35,11641.58,11645.8
1596270300,11646.02,11658.98,11628.91,11634.66
1596270600,11634.65,11675.5,11634.37,11668.38
1596270900,11668.38,11668.8,11653.52,11660.3
1596271200,11660.15,11690,11659.41,11687.01
1596271500,11687.01,11688,11660,11661.39
1596271800,11661.39,11691.65,11658.91,11682.92
1596272100,11682.92,11690,11661.18,11674.47
1596272400,11674.42,11686.61,11646.3,11649.37
1596272700,11649.38,11655.87,11631.96,11632.99
1596273000,11632.41,11665.55,11630,11655.32
1596273300,11655.32,11699,11649.99,11699
1596273600,11698.99,11704.96,11680.72,11688.22
1596273900,11688.22,11714.89,11688.22,11714
1596274200,11713.58,11725,11690.01,11694.79
1596274500,11694.78,11711,11690.83,11692.67
1596274800,11690.84,11699.99,11672.75,11683.72
1596275100,11683.71,11711,11682.28,11711
1596275400,11710.7,11712.01,11676.87,11690
1596275700,11690,11703.97,11685.66,11702.63
1596276000,11702.64,11702.64,11683.4,11699.32
1596276300,11699.32,11730.92,11699.32,11713.31
1596276600,11713.18,11717.36,11701.64,11712.12
1596276900,11712.13,11713.15,11662,11675.95
1596277200,11676.62,11695,11675,11694.19
1596277500,11694.18,11695.12,11609,11633.32
1596277800,11633.09,11662.32,11630.96,11643.12
1596278100,11643.11,11643.52,11600,11604.65
1596278400,11604.65,11630,11591.02,11624.68
1596278700,11624.68,11649.25,11618.14,11639.01
1596279000,11639.01,11639.95,11623.21,11632.65
1596279300,11632.64,11632.64,11597.56,11626.61
1596279600,11626.48,11626.62,11552.5,11599.99
1596279900,11599.94,11619.09,11598.54,11617.07
1596280200,11616.91,11641.99,11616.26,11641.02
1596280500,11641.26,11642,11621.58,11629.17
1596280800,11629.17,11632.56,11604.92,11624.26
1596281100,11624.56,11637.25,11612.38,11629.42
1596281400,11629.22,11642.08,11627.66,11633.47
1596281700,11633.72,11635.56,11622.38,11630.65
1596282000,11630.64,11630.64,11615.71,11620.74
1596282300,11620.75,11650,11620.34,11649.33
1596282600,11649.32,11655,11644.98,11654.03
1596282900,11654.02,11657.61,11648.01,11657
1596283200,11657,11663.58,11653.58,11663.58
1596283500,11662.84,11698.88,11662.56,11688.11
1596283800,11688.1,11691.27,11678.05,11683.01
1596284100,11683.28,11683.28,11662.11,11671.55
1596284400,11671.55,11679.64,11662.04,11667.27
1596284700,11667.27,11673.37,11654.49,11664.21
1596285000,11664.21,11664.71,11628.41,11634.61
1596285300,11634.6,11656.58,11632.06,11653.01
1596285600,11653.06,11657.45,11628.28,11635.85
1596285900,11635.85,11648.79,11628.46,11648.63
1596286200,11648.63,11659.2,11645.79,11653.59
1596286500,11653.59,11677.07,11634.27,11666.78
1596286800,11666.78,11666.78,11638.27,11650
1596287100,11650,11650.01,11581.18,11604.11
1596287400,11604.11,11624.14,11574.32,11577.71
1596287700,11579.03,11618.92,11555,11605.21
1596288000,11605.5,11613.95,11597,11606.56
1596288300,11606.56,11606.57,11573,11587.25
1596288600,11587.26,11589.85,11555.95,11569.68
1596288900,11569.68,11580,11490,11531.84
1596289200,11532.4,11557.49,11521.38,11543.31
1596289500,11543.31,11570,11520,11560.26
1596289800,11560.26,11563.15,11541.13,11555.6
1596290100,11555.33,11559.94,11516.92,11531.21
1596290400,11531.21,11554.36,11516,11554.33
1596290700,11553.26,11560.01,11546.7,11556.56
1596291000,11556.55,11565,11513.04,11515.68
1596291300,11515.7,11547.01,11504.85,11536.23
1596291600,11536.19,11542.72,11520,11532.94
1596291900,11532.94,11544.38,11511,11513.28
1596292200,11514.01,11555,11503.26,11549.67
1596292500,11549.67,11562.83,11545.57,11560.67
1596292800,11560.67,11562,11553.31,11556.28
1596293100,11556.28,11564.01,11547.73,11548.61
1596293400,11548.61,11589.08,11547.95,11589.08
1596293700,11589.08,11600,11582.18,11599.99
1596294000,11599.99,11603.75,11585.01,11601.88
1596294300,11601.88,11627.5,11600.55,11621.71
1596294600,11621.54,11622,11600.51,11613.77
1596294900,11613.84,11614.38,11584.96,11595.69
1596295200,11595.67,11607.27,11590.04,11596.48
1596295500,11596.48,11597.69,11580.74,11584.89
1596295800,11584.89,11612.4,11575.71,11610.73
1596296100,11610.74,11616.37,11601.54,11603.04
1596296400,11603.04,11633.33,11603.03,11627.4
1596296700,11627.39,11633.4,11622.82,11623.74
1596297000,11623.63,11623.98,11605.96,11613.84
1596297300,11613.84,11634.19,11613.84,11632.89
1596297600,11632.89,11632.89,11609.69,11623.4
1596297900,11623.39,11625.89,11604.6,11623.69
1596298200,11623.69,11646.52,11623.33,11640.1
1596298500,11640.1,11653.01,11613,11622.98
1596298800,11622.98,11646,11622.98,11645.68
1596299100,11645.69,11666,11641.79,11658.49
1596299400,11658.47,11674.8,11646.25,11667.5
1596299700,11667.46,11684.09,11666.5,11675.85
1596300000,11675.85,11682,11662.37,11679.3
1596300300,11679.3,11690,11640.52,11657.3
1596300600,11657.3,11657.31,11624.01,11650.86
1596300900,11650.83,11650.83,11630,11632.91
1596301200,11632.91,11656,11632.41,11641.83
1596301500,11641.84,11668.48,11635.91,11654.23
1596301800,11654.23,11687.35,11654.01,11681.95
1596302100,11681.95,11699,11675.28,11690.91
1596302400,11691.11,11702.72,11681,11681.48
1596302700,11681.48,11717,11681,11703.15
1596303000,11703.15,11704.28,11682.63,11693.55
1596303300,11694.5,11709.52,11685.01,11693.89
1596303600,11693.89,11722.45,11693.88,11722.45
1596303900,11722.44,11735,11696.79,11711.48
1596304200,11711.48,11725,11690.43,11723.12
1596304500,11723.11,11736,11709.07,11732.02
1596304800,11732.62,11734.21,11691.01,11700.41
1596305100,11700.42,11704.23,11653.59,11659.41
1596305400,11659.42,11670.22,11642,11657.49
1596305700,11657.48,11671.59,11615.63,11623.99
1596306000,11623.73,11648,11620,11628.15
1596306300,11628.15,11645.26,11623.32,11632.49
1596306600,11632.56,11643.84,11618.09,11620.06
1596306900,11620.05,11620.06,11561,11589.6
1596307200,11589.6,11628.87,11588.44,11622.88
1596307500,11622.87,11665.92,11622.21,11660.99
1596307800,11661.26,11665,11640,11651.02
1596308100,11651.02,11670.01,11649.12,11665.22
1596308400,11665.22,11710,11658.22,11694.52
1596308700,11694.53,11720,11689.84,11702.23
1596309000,11702.24,11704.23,11677.84,11704.23
1596309300,11704.23,11710,11681.24,11686.82
1596309600,11686.82,11727.15,11683.29,11721
1596309900,11721,11780,11720.99,11775
1596310200,11774.99,11824.23,11727.67,11823.5
1596310500,11823.92,11842.47,11793.6,11840.99
1596310800,11841.16,11850,11804.99,11820.68
1596311100,11820.68,11826.09,11750,11787.12
1596311400,11787.12,11787.72,11751,11768.37
1596311700,11768.37,11790,11731,11769.59
1596312000,11769.09,11823,11766.86,11812.89
1596312300,11812.89,11814.05,11790,11809.71
1596312600,11809.72,11813.16,11786.2,11795.06
1596312900,11795.06,11801.77,11653.06,11754.58
1596313200,11754.57,11777.59,11750.6,11777.18
1596313500,11776.98,11828.92,11770.11,11819.49
1596313800,11819.5,11861,11808.08,11835.42
1596314100,11835.42,11835.78,11800.08,11826.09
1596314400,11826.1,11850,11815.09,11817.75
1596314700,11817.75,11834.25,11794.27,11820.38
1596315000,11820.39,11826.86,11776.18,11799.47
1596315300,11799.74,11833.32,11787.88,11829.99
1596315600,11829.67,11831,11807.48,11820.74
1596315900,11820.72,11860,11819.28,11852.77
1596316200,11852.86,11853.6,11828.47,11842.39
1596316500,11842.34,11845.88,11794.68,11800.42
1596316800,11800.4,11812.78,11767.93,11805.05
1596317100,11804.86,11808.63,11783,11783
1596317400,11783.35,11820.05,11774.46,11811.48
1596317700,11811.33,11811.35,11789.72,11803.07
1596318000,11803.08,11820,11750,11753.99
1596318300,11753.7,11785.82,11750,11750
1596318600,11750.28,11779.8,11732.2,11740.24
1596318900,11740.25,11764.1,11740,11755
1596319200,11755,11760,11722,11725.42
1596319500,11725.54,11755.8,11700,11751.83
1596319800,11751.63,11773.87,11747.58,11771.95
1596320100,11771.94,11779.6,11738.09,11757.43
1596320400,11757.69,11758.33,11696.16,11723.68
1596320700,11723.22,11750.01,11720.03,11732.09
1596321000,11731.57,11752.62,11727.34,11738.13
1596321300,11737.92,11769.22,11735.07,11767.43
1596321600,11767.43,11767.44,11739.01,11750.74
1596321900,11750.74,11766.31,11747.48,11761.48
1596322200,11761.48,11785.87,11761.42,11776.03
1596322500,11775.3,11790,11772.24,11783.3
1596322800,11783.31,11783.4,11750,11753.33
1596323100,11753.34,11783.44,11750,11773.42
1596323400,11773.43,11774.85,11755.51,11767.47
1596323700,11767.46,11767.47,11738.3,11738.55
1596324000,11738.56,11766.79,11731.71,11766.65
1596324300,11766.65,11767.49,11754.38,11757.13
1596324600,11757.13,11786.01,11757.09,11786
1596324900,11786,11788.58,11767.01,11785.87
1596325200,11785.87,11790.85,11773.83,11788.35
1596325500,11788.35,11810,11775.16,11809.06
1596325800,11809.54,11809.74,11795.01,11803.64
1596326100,11803.64,11820.61,11795.74,11801.17
1596326400,11801.17,11832,11791.78,11825.62
1596326700,11825.62,11849.97,11823.2,11848.64
1596327000,11848.63,11857,11833.52,11855.51
1596327300,11855.01,11855.51,11802.82,11817.78
1596327600,11817.79,11817.79,11756.4,11789.57
1596327900,11789.56,11811.29,11782,11801.9
1596328200,11801.91,11811.21,11761.02,11779.86
1596328500,11779.75,11789.61,11769.87,11780.78
1596328800,11780.77,11782.45,11752.07,11766.54
1596329100,11766.35,11797.88,11740,11786.97
1596329400,11787.51,11798.41,11785.82,11793.71
1596329700,11793.71,11801.31,11781.1,11782.63
1596330000,11782.63,11820,11772.13,11818.73
1596330300,11818.73,11819.95,11806.16,11806.17
1596330600,11806.17,11814.48,11796.37,11799.99
1596330900,11800,11840.12,11800,11833.8
1596331200,11833.79,11855.03,11813.27,11843.08
1596331500,11844.62,11856.71,11816.23,11828.77
1596331800,11828.37,11853.7,11811.24,11846.99
1596332100,11846.99,11869,11846.06,11861.43
1596332400,11861.44,11929.54,11861.43,11902.81
1596332700,11902.82,11936,11886.44,11890.11
1596333000,11892.12,11936,11890.7,11934.99
1596333300,11934.98,11942.55,11918.56,11942.55
1596333600,11942.54,11942.55,11900.13,11925.54
1596333900,11925.54,11942.55,11907.71,11938.17
1596334200,11938.17,11950,11930.06,11948.82
1596334500,11948.82,11965.01,11928.49,11939.38
1596334800,11939.11,11949.43,11894.31,11915.09
1596335100,11915,11927.96,11898.25,11921
1596335400,11921,11929,11900.32,11906.9
1596335700,11906.09,11937.5,11892.88,11934
1596336000,11933.87,11941.92,11918.66,11936.88
1596336300,11937.05,11945,11916.71,11922.96
1596336600,11922.97,11945,11915.22,11944.28
1596336900,11944.1,11949.99,11920.01,11928.58
1596337200,11928.4,11935.17,11872.26,11879.2
1596337500,11879.21,11909.41,11879.2,11898.77
1596337800,11899.22,11899.57,11870,11898.82
1596338100,11898.6,11924.23,11894.15,11920.87
1596338400,11920.87,11947.1,11920.86,11934.92
1596338700,11934.92,11934.92,11920.03,11930.82
1596339000,11930.82,11931.19,11915.03,11924.15
1596339300,11924.16,11943.39,11922,11943.28
1596339600,11943.28,11960.08,11943.02,11952.41
1596339900,11952.37,11955,11927.04,11951.91
1596340200,11951.89,11979.57,11951.2,11969.9
1596340500,11968.99,12000,11956.58,12000
