time,open,high,low,close,volume
1503108000,4148.53,4168.07,4148.53,4168.07,13.347959000000003
1503109800,4168.07,4184,4156.39,4156.39,5.406515
1503111600,4156.39,4180,4120,4156,8.589848
1503113400,4156,4156,4103.52,4138.55,11.022072000000001
1503115200,4138.55,4156,4076.63,4130,14.960681
1503117000,4130,4140,4046.26,4068.26,2.392551
1503118800,4068.26,4123.95,4047.71,4047.71,8.552404
1503120600,4047.71,4082.27,4027.83,4077,3.96179
1503122400,4077,4082,4026.34,4045.59,39.042640000000006
1503124200,4064.85,4064.85,3986.87,3986.87,12.412791
1503126000,3969.12,3999.15,3933.21,3999.15,9.028769
1503127800,3999.15,4033.47,3977.19,4033.47,22.400452999999995
1503129600,4033.47,4064.84,4023.88,4035.08,12.879715
1503131400,4035.08,4035.08,3964.08,3999,5.12669
1503133200,3999,4036.08,3999,4021.04,4.161962
1503135000,4021.04,4082.25,4021.04,4068.2,1.022261
1503136800,4054,4082,4000.58,4000.58,3.893857
1503138600,4000.58,4033,3982.08,4000.58,1.9929740000000002
1503140400,4016,4033,3951.14,3960.76,28.507345000000008
1503142200,3960.76,4002.87,3850,3957.6,19.671238000000002
1503144000,3945.12,4033,3928.89,4033,6.408611
1503145800,3999.96,4095,3991.51,4095,15.822372999999999
1503147600,4095,4100,4059.92,4059.93,5.264823
1503149400,4059.92,4099.78,4035.49,4039.84,7.440841000000001
1503151200,4066,4068.31,4013.7,4027.21,2.045445
1503153000,4027.21,4045.19,4027.21,4042.41,2.288981
1503154800,4042.41,4063.44,4016.96,4016.96,6.288893000000001
1503156600,4016.96,4016.96,3964.67,3972.05,1.955611
1503158400,3972.05,4049.69,3972.05,4049.69,1.008331
1503160200,4049.69,4049.69,3953.4,4000,3.075846
1503162000,4000,4000.98,3976.72,4000.98,2.194701
1503163800,4000.98,4048.99,4000.98,4027.37,0.874847
1503165600,4027.37,4079,4013.69,4079,17.128223000000002
1503167400,4079,4096,4078,4086.29,0.019979
1503169200,4086.29,4103.92,4073.47,4089.01,1.6154019999999998
1503171000,4089.01,4089.01,4076.12,4076.12,0.007727
1503172800,4088.71,4103.92,4051.47,4069.66,0.781035
1503174600,4069.66,4099,4051.47,4075.98,2.206535
1503176400,4075.98,4149.98,4075.98,4149.98,2.6285830000000003
1503178200,4149.98,4149.99,4074.23,4074.23,1.3236109999999999
1503180000,4074.23,4141,4074.23,4139.98,1.077053
1503181800,4139.98,4139.98,4120.78,4139.98,1.281044
1503183600,4139.98,4139.98,4120.78,4139.98,0.05224399999999999
1503185400,4139.98,4139.98,4139.98,4139.98,0.000455
1503187200,4139.98,4139.98,4044,4096.33,2.332235
1503189000,4096.33,4096.33,4086.09,4086.09,0.011689
1503190800,4086.09,4086.09,4066.49,4082.53,0.964379
1503192600,4082.53,4082.53,4052.82,4082.53,0.09677200000000001
1503194400,4082.53,4112.03,4082.53,4112.03,1.3886290000000001
1503196200,4112.03,4124.69,4082.62,4124.69,1.469932
1503198000,4124.69,4124.69,4111.26,4111.26,0.3
1503199800,4111.26,4111.26,4094.62,4094.62,0.047646999999999995
1503201600,4094.62,4094.62,4094.62,4094.62,0.204457
1503203400,4094.62,4094.62,4091.8,4093,0.604786
1503205200,4093,4142.16,4087,4142.16,9.954925999999999
1503207000,4142.16,4142.16,4095.39,4117.41,0.78813
1503208800,4117.41,4117.41,4087.38,4093.57,1.665668
1503210600,4093.57,4117.41,4081.19,4115.41,1.249883
1503212400,4115.41,4117.41,4081.4,4109.41,3.032196
1503214200,4108.33,4156.56,4081.41,4155.87,11.103863999999998
1503216000,4155.87,4184.68,4032.62,4184.68,10.208067
1503217800,4169.89,4211.08,4149.34,4184.73,7.187449
1503219600,4184.73,4184.73,4155,4155,0.32930899999999996
1503221400,4155,4155,4155,4155,0.066571
1503223200,4155,4155,4155,4155,0
1503225000,4155,4155,4109.84,4142.41,0.9470439999999999
1503226800,4104.68,4125.44,4080,4125.44,2.2199789999999995
1503228600,4080.01,4108.37,4080,4106.53,15.061523999999999
1503230400,4106.53,4125.43,4080,4080,1.907943
1503232200,4080,4125.43,4080,4108.47,0.8578970000000002
1503234000,4108.47,4125,4108.47,4125,0.012787
1503235800,4125,4125,4063.35,4063.35,1.2453750000000001
1503237600,4063.35,4096.32,4063.35,4096.32,1.410942
1503239400,4096.32,4096.32,4068.5,4096.32,0.054708
1503241200,4096.32,4114.4,4096.32,4114.4,2.7904809999999998
1503243000,4114.4,4125,4100.56,4125,20.833133
1503244800,4125,4128.11,4100,4111.51,6.924465999999998
1503246600,4111.51,4150,4091.59,4131.46,16.442512
1503248400,4131.46,4138.07,4102.05,4132.47,20.340746
1503250200,4132.47,4135,4101.4,4129,28.875917999999995
1503252000,4129.32,4132.47,4116,4132,24.151521000000002
1503253800,4132,4158.61,4120,4154.56,23.937354
1503255600,4154.56,4185.94,4144.85,4166,33.114774000000004
1503257400,4166,4185.14,4159.99,4164.6,16.208225999999996
1503259200,4161.59,4171.62,4116,4137.18,31.048944
1503261000,4137.18,4140.93,4120.72,4140.93,22.388690999999998
1503262800,4140.93,4156.56,4128.75,4131.47,19.111336999999995
1503264600,4146.53,4152.37,4134.48,4150,16.616086999999997
1503266400,4162.59,4169.98,4133.41,4156.57,19.183603
1503268200,4156.56,4169.98,4132.31,4169.98,18.914974
1503270000,4151.14,4171.62,4124.44,4124.44,29.998407999999994
1503271800,4130.85,4156.2,4069.13,4086.29,39.477059
1503273600,4069.13,4106.36,4062.78,4105.63,25.239140999999993
1503275400,4099.26,4119.62,4074.52,4108.28,27.852183999999998
1503277200,4108.28,4114.86,4083.8,4114.86,30.584791999999993
1503279000,4114.86,4114.86,4080.66,4094.6,25.384355000000003
1503280800,4094.6,4109.26,4039,4061.19,40.732675
1503282600,4039.01,4079.94,4039.01,4079.94,18.228474
1503284400,4079.94,4088.8,4048.75,4083.77,25.019962999999997
1503286200,4083.77,4104.68,4048.74,4084.76,27.796558999999995
1503288000,4079.26,4084.8,4047.75,4079.25,19.110905
1503289800,4079.25,4104.68,4063.5,4104.68,20.379866999999997
1503291600,4104.68,4104.68,4047.77,4082.96,25.58233300000001
1503293400,4066.21,4066.21,4011.02,4016.9,41.597969
1503295200,4011.04,4032.01,3953.41,3953.41,28.026739999999993
1503297000,3991.05,4031.46,3953.4,3982.96,38.671005
1503298800,3982.96,4044.32,3970.63,4033.22,23.125999999999998
1503300600,4033.22,4055.92,4019,4043.63,26.08031
1503302400,4043.63,4055.92,4010.78,4035,33.588145000000004
1503304200,4035,4039,4022.88,4036.3,21.32419
1503306000,4036.3,4077.07,4035.82,4035.82,3.1083819999999998
1503307800,4035.82,4075,4035.82,4074,0.796326
1503309600,4066,4088.12,4066,4088.08,5.055503000000002
1503311400,4088.08,4088.1,4082.93,4088.1,0.035001000000000004
1503313200,4088.1,4088.1,4010.78,4010.78,4.711385
1503315000,4010.78,4023.11,4000.01,4023.11,10.259382
1503316800,4023.11,4023.11,4002,4023,3.490432
1503318600,4023,4023,4000,4000,2.9872479999999997
1503320400,4000,4023.11,3953.4,4007.19,15.202606
1503322200,4007.19,4007.19,3934.43,3951.49,7.0053790000000005
1503324000,3914.59,4011.98,3911.79,3979.11,3.8049749999999998
1503325800,3999.8,4023.11,3937.01,3989.17,3.890326
1503327600,3989.17,4020,3920.55,4014.99,3.4664709999999994
1503329400,4014.99,4022,3972.5,4022,3.915359
1503331200,4022,4026.04,3951.26,3977.39,7.31309
1503333000,3977.39,4029.05,3977.39,4029.05,0.003453
1503334800,4029.05,4029.05,3951.26,3985.62,3.5399399999999996
1503336600,4014.99,4029.06,3980.76,4016.2,1.532588
1503338400,3997.57,4029.06,3962.74,4027,1.3637869999999999
1503340200,4027,4027,3918.8,3918.8,2.5206900000000005
1503342000,3918.8,4042.11,3918.8,4025,5.842792
1503343800,4025,4027.51,4015.21,4027.05,2.35059
1503345600,4027.05,4042.11,3950,3950,21.753417000000006
1503347400,4021.03,4027.05,4003.03,4025.04,10.355182000000001
1503349200,4025.04,4027.05,4009.01,4019.52,23.079475
1503351000,4015.76,4070.49,4007.51,4039.1,16.277237000000003
1503352800,4039.1,4041.23,4008.63,4039.09,13.404031000000002
1503354600,4039.09,4041.1,4013.63,4041.1,5.388623
1503356400,4041.1,4041.1,4009.51,4016,2.307881
1503358200,4016,4016,3987.5,4016,8.655902
1503360000,4016,4016,3974.05,3974.05,17.601518
1503361800,3974.05,3983.19,3789.95,3790,42.737499
1503363600,3790,3890.51,3733.71,3799.99,13.302245
1503365400,3728.91,3844.98,3688.97,3700,16.824264000000003
1503367200,3700,3844.95,3689,3797.99,1.3989209999999999
1503369000,3797.99,3849.98,3759.5,3849.98,6.935683
1503370800,3849.98,3849.98,3802.53,3849.98,10.928097
1503372600,3849.98,3862.39,3823,3862.39,4.9571190000000005
1503374400,3863,3868.57,3683.03,3683.03,14.079565999999998
1503376200,3683.03,3695.59,3450.98,3500.8,14.586473
1503378000,3500.8,3695.62,3450.97,3690,9.129884999999998
1503379800,3680,3680,3400,3626.99,5.369505
1503381600,3626.99,3827.22,3619.95,3827.22,17.405234
1503383400,3813.12,3854.46,3780.53,3803,44.69113500000001
1503385200,3803,3803,3733.8,3777.05,29.495181
1503387000,3777.05,3803,3746.97,3798.08,32.46454000000001
1503388800,3798.08,3805.76,3751.64,3790.11,17.181747
1503390600,3790.11,3805.76,3750.08,3794.12,19.686363999999998
1503392400,3794.12,3875.44,3775.01,3869.42,37.281856000000005
1503394200,3869.42,3920.31,3851.54,3904.56,38.890322000000005
1503396000,3904.56,3904.56,3826.12,3893.92,31.479276999999996
1503397800,3893.92,3904.51,3844.08,3844.08,27.842903999999997
1503399600,3844.07,3893.52,3841.18,3893.52,32.455277
1503401400,3853.53,3905.56,3853.53,3866.48,16.913489000000002
1503403200,3866.48,3920.31,3853.53,3920.31,37.396362
1503405000,3934.49,3990.12,3904.32,3934.01,38.391222000000006
1503406800,3949.01,3964.75,3889.38,3889.38,19.521936999999994
1503408600,3889.38,3925.99,3874.35,3920.99,19.101934
1503410400,3874.38,3920.99,3786.81,3786.81,21.602001000000005
1503412200,3786.81,3849,3786.81,3849,4.580527
1503414000,3829.5,3921.63,3810.07,3874.41,19.646072000000004
1503415800,3899.99,3919.97,3858.23,3858.23,19.118366
1503417600,3858.23,3919.99,3853.47,3910.92,18.030028
1503419400,3919.99,3952.89,3874.45,3905.84,16.749750000000002
1503421200,3905.84,3998.99,3888.79,3950.55,25.260582
1503423000,3998.78,3998.78,3934.12,3943,20.018546
1503424800,3944,4067,3944,4063.69,22.003158
1503426600,4063.69,4104.82,4026.83,4043.76,23.128985
1503428400,4071.22,4085,4001.42,4019.97,14.431705999999997
1503430200,4019.97,4101.24,3984.23,3984.24,19.91289999999999
1503432000,3984.5,4061.54,3953.13,3953.13,14.7706
1503433800,3953.13,4058.83,3953.13,3960.29,15.741824
1503435600,3960.29,4038.96,3948.6,3948.6,10.875476999999997
1503437400,3948.6,3999.99,3946.67,3946.67,10.410096
1503439200,3999.96,4046.11,3944.04,3978.77,11.993208000000001
1503441000,3978.77,4031.99,3971.4,4002,19.271694999999998
1503442800,4009.1,4017.49,3944.03,3977.39,21.056915999999998
1503444600,3977.39,4045,3974.37,4040,20.032864999999997
1503446400,4040,4075.9,4013.89,4036.92,14.198882
1503448200,4064.2,4077.18,4020.09,4036,9.651155
1503450000,4048.1,4084.99,4035.38,4071.16,25.280845000000006
1503451800,4077.58,4100,4064.68,4100,21.295564999999996
1503453600,4101.53,4127.99,4098.56,4099,25.554433999999997
1503455400,4099,4126.66,4049.74,4083.72,20.280792
1503457200,4083.72,4126.99,4050.04,4092.93,24.730259
1503459000,4092.93,4124.42,4068.67,4100.41,18.666452000000003
1503460800,4084.54,4115.87,4067.75,4070.02,19.530204
1503462600,4100,4114.99,4054.01,4083.6,18.339214000000002
1503464400,4084,4110,4055.12,4071,18.390151000000003
1503466200,4071,4093.31,4053.18,4053.18,14.429280000000002
1503468000,4064,4088.97,4035.32,4066.88,19.553258
1503469800,4066.88,4099.99,4066.88,4080,16.389235000000003
1503471600,4089.45,4098.88,4052.49,4052.49,16.297857999999998
1503473400,4060.67,4098,4052.5,4074.88,18.910403000000002
1503475200,4081.63,4093.98,4058.26,4081,16.565066999999996
1503477000,4081,4124,4057,4124,21.132851000000002
1503478800,4123.88,4242.32,4100.15,4194.91,24.963995999999995
1503480600,4218.61,4242.28,4188.62,4203.12,15.217201000000001
1503482400,4208.11,4228.02,4194.9,4214.44,13.255509000000002
1503484200,4224,4228.02,4188.63,4228.02,10.807365
1503486000,4228.02,4228.02,4174.09,4208.7,16.597997000000003
1503487800,4200,4237.99,4188,4237.99,16.484036
1503489600,4205.98,4265.8,4205.98,4219.06,26.995821000000007
1503491400,4236.53,4265.8,4174,4215.68,35.642869
1503493200,4215.68,4230.92,4155,4190.17,52.469131
1503495000,4190.08,4212.29,4155.28,4211,28.779123000000002
1503496800,4166.89,4212.29,4166.79,4208.77,21.060778000000003
1503498600,4207.77,4208.77,4154.51,4174,37.253164000000005
1503500400,4174,4196.42,4150.65,4196.42,17.706404000000003
1503502200,4201.75,4226.95,4166.27,4197.05,17.453279
1503504000,4197.05,4254.79,4197.05,4239.46,45.024594999999984
1503505800,4239.46,4259.58,4209.51,4210.03,26.125159999999997
1503507600,4220.56,4231,4166.33,4180.01,26.924058
1503509400,4209.47,4209.47,4166.27,4166.27,12.246435999999997
1503511200,4166.27,4191.71,4150.65,4150.65,11.567324000000001
1503513000,4183.67,4183.67,4135.38,4143.37,20.29760900000001
1503514800,4143.37,4168.9,4103.51,4156.61,13.191438000000002
1503516600,4116.26,4156.75,4116.26,4117.07,19.260965
1503518400,4117.07,4136.48,4074.87,4090,19.432272
1503520200,4101.53,4118.99,4073.41,4118.4,23.325385000000004
1503522000,4105.25,4178.65,4092.99,4118,27.587777000000003
1503523800,4118,4147,4090,4090,13.480307
1503525600,4090,4111.36,4069.8,4089.18,12.199829000000003
1503527400,4089.18,4152,4088.44,4114.2,14.938835000000001
1503529200,4151.88,4151.88,4114,4147.88,19.574455000000004
1503531000,4128.5,4169.99,4113.79,4114.01,22.077542
1503532800,4147,4154.55,4114.08,4153.68,15.681456
1503534600,4147.92,4153.68,4125.4,4131,14.430280000000003
1503536400,4132,4160.73,4113.9,4141.41,17.189594000000003
1503538200,4141.42,4195,4140.78,4140.91,13.376684
1503540000,4141.88,4204.55,4141.51,4155.82,13.248099999999999
1503541800,4156.36,4190.48,4131.92,4131.92,14.581402
1503543600,4146.97,4163.59,4097.83,4130,17.875073999999998
1503545400,4109.74,4149,4085.01,4113.58,17.13756
1503547200,4113.58,4148.19,4100.04,4112.49,17.483209
1503549000,4112.49,4139.88,4090.39,4113.98,14.764362000000002
1503550800,4113.98,4146.53,4113.49,4128.82,16.188679
1503552600,4132.82,4177.64,4131.91,4132.09,11.970089999999999
1503554400,4132.09,4174,4131.91,4148.34,15.973891000000002
1503556200,4149,4177.18,4133.42,4133.42,13.947645000000001
1503558000,4153.97,4173.99,4133.41,4156.88,23.001594999999995
1503559800,4156.88,4172,4153.32,4153.32,9.849989
1503561600,4153.8,4196.94,4153.32,4186.88,14.53987
1503563400,4186.88,4206.88,4183.21,4200,17.735557999999997
1503565200,4200,4224,4168.26,4196.73,13.49241
1503567000,4168.38,4211.79,4150,4165.01,25.423935999999998
1503568800,4166,4250.94,4165.01,4172,36.547187
1503570600,4185,4199.19,4165.2,4173.98,29.947365000000005
1503572400,4173.98,4211,4173.98,4180,16.248777
1503574200,4185.38,4215.74,4166.67,4202,17.551385
1503576000,4211.78,4224.64,4136.33,4136.33,17.889435000000002
1503577800,4160,4185,4136.58,4150.89,13.471037000000003
1503579600,4167.69,4184.48,4148.78,4162.48,11.673359999999999
1503581400,4161.48,4177,4148.78,4157.74,26.967317999999995
1503583200,4173.11,4207.77,4157.74,4201.2,30.498803000000006
1503585000,4202,4250.9,4192.18,4221,21.817171999999996
1503586800,4235.9,4250.78,4196.01,4208,12.038141999999995
1503588600,4208,4230,4207.78,4222,12.642075000000002
1503590400,4223.06,4250.71,4207.86,4214,19.679635000000005
1503592200,4214,4245,4214,4215,9.635985
1503594000,4225.5,4236,4196.01,4196.01,12.788861000000004
1503595800,4202.06,4212,4178.22,4188.18,14.753771999999998
1503597600,4188.18,4209,4179.22,4207,14.416359
1503599400,4207,4221,4180.02,4221,13.584221999999999
1503601200,4234,4247.99,4206.61,4220.38,14.278491999999998
1503603000,4220.38,4250.77,4206.61,4216.07,12.442032000000001
1503604800,4216.1,4245,4216.1,4235,11.825337999999999
1503606600,4235,4235,4193.17,4193.5,10.773627
1503608400,4208.1,4234,4205.87,4205.87,10.790675999999998
1503610200,4205.87,4230,4205.87,4207,12.952615
1503612000,4207,4291,4206.11,4270,17.013580000000005
1503613800,4290,4330.61,4267.86,4326.23,11.524399
1503615600,4326.24,4371.68,4312.68,4335,23.297475000000006
1503617400,4335,4357.36,4297.76,4316.01,12.478245
1503619200,4316.01,4351.98,4310.59,4319.66,16.347182
1503621000,4319.66,4369,4313.57,4366,31.842602000000003
1503622800,4368,4370,4344.66,4347.54,20.837247000000005
1503624600,4353.49,4358,4328.58,4333.01,15.862957
1503626400,4333.01,4349,4328.58,4329,10.496940000000002
1503628200,4329.01,4363.71,4329.01,4363.71,17.199631000000004
1503630000,4346.14,4363.71,4295.76,4295.8,15.496495
1503631800,4295.8,4349.02,4295.75,4312.69,13.021472
1503633600,4312.69,4362,4312.69,4328.62,16.692463999999998
1503635400,4345.32,4362,4310.2,4310.2,13.784509
1503637200,4310.2,4340,4296.63,4335.28,9.34252
1503639000,4335.28,4339.98,4281.04,4281.04,8.525350000000001
1503640800,4294.79,4320,4267.5,4267.5,14.308798000000003
1503642600,4274.84,4333.96,4274.84,4302.72,17.531047000000004
1503644400,4302.72,4335,4300,4317.67,11.923922
1503646200,4326.33,4334.77,4317.67,4329,9.400933000000002
1503648000,4317.81,4354.35,4316.54,4316.55,11.8862
1503649800,4316.55,4340.75,4316.55,4332.17,9.475933000000001
1503651600,4332.17,4348,4332.17,4348,7.6934190000000005
1503653400,4348,4352,4335.59,4344.56,4.542941
1503655200,4344.56,4344.56,4330,4330,2.6664
1503657000,4337.28,4344.56,4298.74,4314.33,12.373053
1503658800,4331.67,4349,4314.33,4314.33,9.135157999999999
1503660600,4314.33,4361.28,4313,4361.27,16.659955999999998
1503662400,4361.27,4361.27,4261.13,4317.67,95.06817199999999
1503664200,4317.67,4338.99,4281.01,4309.69,15.930437
1503666000,4309.69,4345,4304.9,4304.9,13.493073
1503667800,4321.44,4324.76,4297.66,4312,7.307944999999998
1503669600,4312,4340,4291.52,4330,5.574530000000001
1503671400,4299,4338,4299,4305,5.035736
1503673200,4305,4422.29,4305,4409.3,13.378893
1503675000,4417.7,4417.7,4355.86,4394.36,8.417869999999999
1503676800,4394.36,4433.25,4375.29,4389.58,12.010985999999997
1503678600,4423.81,4453.91,4412.29,4447.31,5.773794000000001
1503680400,4447.31,4447.31,4385.34,4399.79,5.964722999999999
1503682200,4399.79,4424.99,4372.29,4402.32,9.929221
1503684000,4409.44,4418.08,4388.88,4402.34,6.297911999999999
1503685800,4402.34,4449.44,4402.34,4449.44,3.0044950000000004
1503687600,4449.44,4449.44,4388.89,4388.89,1.193262
1503689400,4388.89,4388.89,4284.11,4307.17,8.224936999999999
1503691200,4326,4326,4250.01,4250.01,6.734950999999999
1503693000,4250.01,4313.93,4247.48,4286.29,4.824071
1503694800,4286.29,4335,4268.5,4268.85,2.1487119999999997
1503696600,4268.85,4336.13,4250.08,4288.99,7.425440999999999
1503698400,4288.99,4347.54,4288.99,4309.22,5.0377540000000005
1503700200,4309.22,4365,4303.37,4303.37,3.9150009999999997
1503702000,4303.37,4326.95,4289,4302.13,4.12343
1503703800,4302.13,4343.18,4280.68,4280.68,5.750265
1503705600,4280.68,4315,4274.33,4280,3.987313
1503707400,4280,4310,4280,4281,1.211387
1503709200,4281,4315,4281,4308.13,2.2563790000000004
1503711000,4308.13,4308.13,4283,4284,2.002839
1503712800,4284,4300.13,4260.65,4260.65,4.866021
1503714600,4260.65,4305.75,4260.62,4266.04,9.745847
1503716400,4245.01,4285.56,4228.99,4273.84,8.338235000000001
1503718200,4269.86,4297.94,4256.14,4297.94,9.230547
1503720000,4297.94,4297.94,4282.8,4282.8,0.449293
1503721800,4282.8,4297.94,4271.51,4297.94,0.09723300000000001
1503723600,4297.94,4297.94,4252.44,4263.04,4.6859139999999995
1503725400,4272.98,4319.67,4267.98,4295.75,12.164797
1503727200,4307.72,4319.59,4280.81,4280.82,6.618092
1503729000,4300.26,4319.7,4280.82,4319.7,2.3250550000000003
1503730800,4319.7,4319.7,4297.94,4297.94,1.407451
1503732600,4297.94,4319.7,4297.94,4319.7,0.959453
1503734400,4319.7,4319.7,4318.74,4318.74,1.3960259999999998
1503736200,4318.74,4319.7,4318.74,4319.7,0.215649
1503738000,4319.7,4319.7,4260.88,4303.08,12.342823000000001
1503739800,4302.59,4302.59,4274.84,4274.84,2.3829759999999998
1503741600,4274.84,4303.57,4274.84,4289.12,1.735299
1503743400,4289.12,4317.99,4289.12,4292.8,4.556492
1503745200,4307.5,4317.99,4292.8,4292.8,6.883699999999998
1503747000,4292.8,4301.31,4287.79,4288.72,6.640116
1503748800,4288.72,4297.93,4274.83,4274.83,5.010631
1503750600,4274.83,4306.74,4234.42,4243.98,10.676901999999998
1503752400,4260.41,4276.85,4221.14,4247.94,4.110222
1503754200,4247.95,4295,4234,4261.89,5.327337
1503756000,4258.53,4267.95,4242.04,4261.89,3.41281
1503757800,4261.89,4274,4261.89,4274,0.8869119999999999
1503759600,4274,4275,4259.9,4259.9,1.686296
1503761400,4259.9,4275,4246.96,4275,3.543874
1503763200,4275,4275,4275,4275,0.332861
1503765000,4275,4275,4212.41,4265.97,10.184834999999998
1503766800,4265.97,4272.99,4230.02,4234.7,5.193957
1503768600,4234.7,4263.87,4234.7,4255.19,3.6866369999999997
1503770400,4255.19,4262.99,4236.51,4262.99,0.780813
1503772200,4262.99,4273,4237,4272,4.800912
1503774000,4272,4318,4258.51,4292.36,13.8078
1503775800,4292.36,4351.32,4269.83,4293.52,8.643293
