time,open,high,low,close,Conversion Line,Base Line,Lagging Span,Lead 1,Lead 2,RSI,ATR
1598006100,407.13,407.22,405.97,406,407.76,409.06,404.85,NaN,NaN,33.030930218471056,1.1927010822413784
1598006400,406,407.33,405.93,406.86,407.53499999999997,409.03999999999996,405.1,NaN,NaN,38.44265380698137,1.2075081477955638
1598006700,406.85,406.85,405.01,405.45,407.075,408.58,406.43,NaN,NaN,33.642502008683934,1.2534004229530251
1598007000,405.45,406.79,405.4,406.75,407.075,408.58,406.68,NaN,NaN,40.96201311613965,1.2631575355992408
1598007300,406.74,408.62,406.74,408.53,407.075,408.58,406.72,NaN,NaN,49.22117620427701,1.307217711627866
1598007600,408.53,408.98,408.15,408.81,407.025,408.58,405.21,NaN,NaN,50.39671681493237,1.2731307322258785
1598007900,408.79,408.84,407.85,408.64,406.995,408.58,406.88,NaN,NaN,49.6452526100368,1.252907108495455
1598008200,408.67,408.67,407.54,407.62,406.995,408.57,405.75,NaN,NaN,45.282391910714274,1.244128029317208
1598008500,407.57,408.39,407.09,408.08,406.995,408.485,406.96,NaN,NaN,47.52220384023972,1.2481188843659796
1598008800,408.08,408.48,407.77,408.17,406.995,408.34000000000003,406.96,NaN,NaN,47.9709489358068,1.2096818211969838
1598009100,408.18,408.18,406.34,406.71,406.995,408.015,405.89,NaN,NaN,41.7360364807526,1.2547045482543442
1598009400,406.71,406.71,405.68,406.44,407.19,407.805,405.39,NaN,NaN,40.68295935620735,1.2386542233790319
1598009700,406.43,406.92,405.92,405.96,407.33000000000004,407.805,404.89,NaN,NaN,38.80824487481666,1.2216074931376724
1598010000,405.91,406,405.01,405.28,406.995,407.805,404.44,NaN,NaN,36.259113941311554,1.2050641007706966
1598010300,405.28,406.76,405,405.34,406.91999999999996,407.76,403.93,NaN,NaN,36.654490571278465,1.2447023792870746
1598010600,405.34,405.5,403.93,405.36,406.3,406.78,402.06,NaN,NaN,36.79522689565115,1.2679379236237118
1598010900,405.38,406.02,405.24,405.33,406.20500000000004,406.74,403.56,NaN,NaN,36.66364324478496,1.2330852147934448
1598011200,405.31,405.5,402.78,403.42,405.63,406.16499999999996,401.53,NaN,NaN,29.44415601122664,1.3392934137367722
1598011500,403.42,403.58,402.11,402.26,405.145,405.625,403.73,NaN,NaN,26.08472105729429,1.3486295984698577
